time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
1981-01-30T08:52:44.100Z,51.744,176.274,33,7,ms,,,,,us,usp0001byq,2018-06-04T20:43:45.000Z,"Rat Islands, Aleutian Islands, Alaska",earthquake,,,,,reviewed,us,us
1981-02-17T15:18:33.700Z,-21.743,169.377,29.9,6.7,ms,,,,1,us,usp0001c85,2016-11-10T00:26:26.784Z,southeast of the Loyalty Islands,earthquake,,8.9,,25,reviewed,us,us
1981-02-24T20:53:38.470Z,38.222,22.934,33,6.7,ms,,,,1.2,us,usp0001ccb,2017-04-26T17:34:37.649Z,Greece,earthquake,,,,15,reviewed,us,us
1981-04-24T21:50:06.090Z,-13.426,166.421,33,6.9,ms,,,,1.3,us,usp0001db4,2017-04-13T21:53:54.262Z,Vanuatu,earthquake,,,,22,reviewed,us,us
1981-04-27T18:17:33.780Z,-57.591,148.079,10,6.5,ms,,,,1.4,us,usp0001ddz,2016-11-09T22:23:39.846Z,west of Macquarie Island,earthquake,,,,13,reviewed,us,us
1981-05-25T05:25:14.460Z,-48.786,164.357,33,7.6,ms,,,,1.2,us,usp0001dv1,2016-11-10T02:39:57.420Z,off the west coast of the South Island of New Zealand,earthquake,,,,10,reviewed,us,us
1981-06-11T07:24:25.230Z,29.913,57.715,33,6.7,ms,,,,1,us,usp0001e35,2017-04-26T17:34:52.519Z,southern Iran,earthquake,,,,20,reviewed,us,us
1981-07-06T03:08:24.180Z,-22.293,171.742,33,7,ms,,,,0.9,us,usp0001ej2,2016-11-10T00:39:39.291Z,southeast of the Loyalty Islands,earthquake,,,,14,reviewed,us,us
1981-07-15T07:59:08.470Z,-17.26,167.601,30,7,ms,,,,1,us,usp0001eq4,2017-04-26T17:34:54.485Z,Vanuatu,earthquake,,,,18,reviewed,us,us
1981-07-28T17:22:24.620Z,30.013,57.794,33,7.1,ms,,,,1.2,us,usp0001ezf,2017-04-26T17:34:55.746Z,eastern Iran,earthquake,,,,13,reviewed,us,us
1981-09-01T09:29:31.540Z,-14.96,-173.085,25,7.7,ms,,,,1.2,us,usp0001fkx,2017-04-26T17:34:58.216Z,Samoa Islands region,earthquake,,,,13,reviewed,us,us
1981-09-03T05:35:44.800Z,43.621,147.031,45,6.6,ms,,,,0.8,us,usp0001fn5,2017-04-13T21:54:06.478Z,Kuril Islands,earthquake,,,,19,reviewed,us,us
1981-09-04T11:14:15.000Z,11.05,123.21,33,6.6,mwc,,,,,gcmt,gcmtc090481a,2016-11-10T00:44:59.157Z,"Visayan Sea, Philippines",earthquake,,,,,automatic,gcmt,gcmt
1981-09-17T08:23:24.640Z,-22.518,170.506,30,6.6,ms,,,,1,us,usp0001fxr,2016-11-10T00:46:08.272Z,southeast of the Loyalty Islands,earthquake,,,,18,reviewed,us,us
1981-10-16T03:25:42.220Z,-33.134,-73.074,33,7.2,ms,,,,0.8,us,usp0001gg1,2017-04-13T21:54:11.819Z,"off the coast of Valparaiso, Chile",earthquake,,,,16,reviewed,us,us
1981-10-25T03:22:15.570Z,18.048,-102.084,33,7.3,ms,,,,1.2,us,usp0001gnv,2017-04-26T17:35:07.246Z,"Guerrero, Mexico",earthquake,,,,16,reviewed,us,us
1981-11-06T16:47:49.100Z,-3.558,143.79,33,6.9,ms,,,,1.2,us,usp0001gud,2017-04-26T17:35:08.639Z,"near the north coast of New Guinea, Papua New Guinea",earthquake,,,,18,reviewed,us,us
1981-11-07T03:29:51.090Z,-32.199,-71.336,65.2,6.8,ms,,,,1,us,usp0001gun,2017-04-26T17:35:09.436Z,"Valparaiso, Chile",earthquake,,2.8,,23,reviewed,us,us
1981-11-22T15:05:20.560Z,18.752,120.839,24,6.5,ms,,,,1,us,usp0001h39,2017-04-26T17:35:12.358Z,"Luzon, Philippines",earthquake,,,,15,reviewed,us,us
1981-11-24T23:30:32.630Z,-22.504,170.635,29.8,6.7,ms,,,,1.1,us,usp0001h4g,2016-11-10T00:53:03.765Z,southeast of the Loyalty Islands,earthquake,,3,,19,reviewed,us,us
1981-12-19T14:10:50.720Z,39.243,25.227,10,7.2,ms,,,,1.2,us,usp0001hgc,2017-04-26T17:35:13.072Z,Aegean Sea,earthquake,,,,12,reviewed,us,us
1981-12-24T05:33:20.710Z,-29.97,-177.61,28,6.8,ms,,,,1.2,us,usp0001hmm,2016-11-10T00:55:53.285Z,"Kermadec Islands, New Zealand",earthquake,,,,22,reviewed,us,us
1981-12-26T17:05:32.520Z,-29.934,-177.741,33,7.1,ms,,,,1.2,us,usp0001hp7,2016-11-10T00:56:05.597Z,"Kermadec Islands, New Zealand",earthquake,,,,22,reviewed,us,us
1981-12-27T17:39:13.630Z,38.938,24.905,13.3,6.5,ms,,,,1.3,us,usp0001hpw,2017-04-26T17:35:14.650Z,Aegean Sea,earthquake,,1.7,,10,reviewed,us,us
1982-01-01T18:51:01.560Z,26.823,142.557,22.2,6.7,ms,,,,0.9,us,usp0001huc,2016-11-08T23:51:41.216Z,"Bonin Islands, Japan region",earthquake,,2.6,,23,reviewed,us,us
1982-01-03T14:09:50.450Z,-0.972,-21.87,10,6.5,ms,,,,1,us,usp0001hvb,2016-11-10T02:39:53.448Z,central Mid-Atlantic Ridge,earthquake,,,,12,reviewed,us,us
1982-01-11T06:10:06.490Z,13.752,124.358,45.7,7.1,ms,,,,1.1,us,usp0001hze,2017-04-26T17:35:16.039Z,"Catanduanes, Philippines",earthquake,,3.7,,19,reviewed,us,us
1982-01-18T19:27:24.450Z,40.004,24.319,10,6.8,ms,,,,1.3,us,usp0001j3b,2017-04-26T17:35:18.279Z,Aegean Sea,earthquake,,,,15,reviewed,us,us
1982-01-23T17:37:30.260Z,31.696,82.246,33,6.5,ms,,,,1.1,us,usp0001j88,2016-11-10T00:24:26.719Z,western Xizang,earthquake,,,,11,reviewed,us,us
1982-02-20T13:26:50.360Z,-10.861,166.015,36,6.8,ms,,,,1.1,us,usp0001jqv,2017-04-13T21:54:30.122Z,Santa Cruz Islands,earthquake,,,,20,reviewed,us,us
1982-02-20T19:18:20.240Z,33.579,140.999,18,6.5,ms,,,,0.9,us,usp0001jr4,2016-11-10T00:26:40.557Z,"Izu Islands, Japan region",earthquake,,,,26,reviewed,us,us
1982-03-21T02:32:07.740Z,42.158,142.361,44,6.7,ms,,,,1.1,us,usp0001k81,2017-04-26T17:35:27.288Z,"Hokkaido, Japan region",earthquake,,,,22,reviewed,us,us
1982-04-06T19:56:53.450Z,14.315,-92.082,64.8,6.5,ms,,,,1,us,usp0001kjv,2017-04-26T17:35:30.390Z,offshore Guatemala,earthquake,,2,,23,reviewed,us,us
1982-05-02T11:19:38.010Z,-29.318,-177.151,25.4,6.5,ms,,,,1.3,us,usp0001m22,2016-11-10T00:33:07.701Z,"Kermadec Islands, New Zealand",earthquake,,4,,22,reviewed,us,us
1982-05-07T05:38:34.890Z,-60.597,-20.877,10,6.7,ms,,,,1.4,us,usp0001m51,2016-11-10T00:33:43.541Z,east of the South Sandwich Islands,earthquake,,,,20,reviewed,us,us
1982-06-07T06:52:37.370Z,16.607,-98.149,40.5,6.9,ms,,,,1.1,us,usp0001mrd,2017-04-26T17:35:35.225Z,"Oaxaca, Mexico",earthquake,,3.1,,16,reviewed,us,us
1982-06-07T10:59:40.160Z,16.558,-98.358,33.8,7,ms,,,,1.1,us,usp0001mrg,2017-04-26T17:35:35.887Z,"Guerrero, Mexico",earthquake,,2.8,,20,reviewed,us,us
1982-06-19T06:21:58.000Z,13.332,-89.387,73,7.3,mw,,,,,iscgem,iscgem597450,2018-04-11T15:52:47.315Z,offshore El Salvador,earthquake,,,,,automatic,iscgem,iscgem
1982-06-30T01:57:34.150Z,44.679,151.143,33,6.9,ms,,,,0.8,us,usp0001n6n,2016-11-10T02:39:58.419Z,east of the Kuril Islands,earthquake,,,,20,reviewed,us,us
1982-07-04T01:20:06.800Z,27.929,136.967,536,7.1,mw,,,,1,us,usp0001n8w,2016-11-10T00:39:30.947Z,"west of the Bonin Islands, Japan",earthquake,,,,,reviewed,us,nc
1982-07-07T10:43:03.740Z,-51.225,160.513,10,7,ms,,,,1.3,us,usp0001nap,2016-11-10T02:39:58.906Z,north of Macquarie Island,earthquake,,,,13,reviewed,us,us
1982-07-23T14:23:53.570Z,36.194,141.702,36.6,7.1,mw,,,,1,us,usp0001nkk,2017-04-26T17:35:40.486Z,"near the east coast of Honshu, Japan",earthquake,,3.4,,,reviewed,us,nc
1982-08-05T20:32:52.950Z,-12.597,165.931,30.7,7,mw,,,,1.4,us,usp0001nvd,2016-11-10T00:42:05.073Z,Santa Cruz Islands,earthquake,,9.4,,,reviewed,us,nc
1982-08-12T02:13:08.690Z,-4.354,153.158,45,6.5,mw,,,,1.2,us,usp0001nzq,2017-04-26T17:35:41.498Z,"New Ireland region, Papua New Guinea",earthquake,,,,,reviewed,us,nc
1982-08-19T15:59:01.530Z,6.718,-82.68,10,6.8,mw,,,,1.2,us,usp0001p53,2017-04-13T21:54:46.963Z,south of Panama,earthquake,,,,,reviewed,us,nc
1982-09-06T01:47:02.730Z,29.325,140.36,175.8,6.8,mw,,,,1.1,us,usp0001pej,2016-11-10T00:45:14.543Z,"Izu Islands, Japan region",earthquake,,1.8,,,reviewed,us,nc
1982-11-18T14:57:52.400Z,-1.719,-76.703,195,6.6,mw,,,,1.1,us,usp0001qzr,2016-11-10T00:52:31.300Z,Ecuador,earthquake,,,,,reviewed,us,nc
1982-11-19T04:27:13.840Z,-10.599,-74.699,14,6.7,mw,,,,1.1,us,usp0001r03,2017-04-26T17:35:53.991Z,central Peru,earthquake,,,,,reviewed,us,nc
1982-12-03T22:29:59.730Z,-13.323,167.205,256.7,6.6,mw,,,,1.1,us,usp0001r8k,2016-11-10T00:54:02.429Z,Vanuatu,earthquake,,3.3,,,reviewed,us,nc
1982-12-16T00:40:48.720Z,36.148,69.011,36,6.6,ms,,,,1.1,us,usp0001rg4,2017-04-26T17:35:56.742Z,"Hindu Kush region, Afghanistan",earthquake,,,,11,reviewed,us,us
1982-12-17T02:43:03.660Z,24.595,122.547,86.9,6.5,mw,,,,1.2,us,usp0001rgn,2017-04-26T17:35:57.478Z,Taiwan region,earthquake,,1.7,,,reviewed,us,nc
1982-12-19T17:43:54.850Z,-24.133,-175.864,33,7.2,mw,,,,1.5,us,usp0001rj6,2016-11-10T00:55:27.159Z,south of Tonga,earthquake,,,,,reviewed,us,nc
1983-01-16T22:10:12.230Z,-5.458,147.046,234.9,6.7,mw,,,,0.9,us,usp0001s9g,2016-11-10T00:23:40.230Z,"eastern New Guinea region, Papua New Guinea",earthquake,,1.4,,,reviewed,us,nc
1983-01-17T12:41:29.700Z,38.026,20.228,14.3,7,mw,,,,1.3,us,usp0001sa1,2017-04-26T17:36:03.653Z,Greece,earthquake,,1.9,,,reviewed,us,nc
1983-01-18T15:23:36.850Z,-57.966,-24.311,56,6.5,ms,,,,1.2,us,usp0001sc6,2016-11-10T00:23:53.166Z,South Sandwich Islands region,earthquake,,,,14,reviewed,us,us
1983-01-24T23:09:21.430Z,12.942,93.582,78,6.8,mw,,,,1.3,us,usp0001sjv,2017-04-26T17:36:06.196Z,"Andaman Islands, India region",earthquake,,,,,reviewed,us,nc
1983-01-26T16:02:21.350Z,-30.383,-179.339,238,7,mw,,,,1.2,us,usp0001smj,2016-11-10T00:24:41.925Z,Kermadec Islands region,earthquake,,,,,reviewed,us,nc
1983-02-14T03:20:04.470Z,54.931,-159.189,47,6.5,mw,,,,1.3,us,usp0001t1b,2018-06-04T20:43:45.000Z,south of Alaska,earthquake,,,,,reviewed,us,nc
1983-02-25T22:49:54.730Z,-18.268,-69.438,146,6.9,mw,,,,1.1,us,usp0001tax,2017-04-26T17:36:11.382Z,"Tarapaca, Chile",earthquake,,,,,reviewed,us,nc
1983-03-12T01:36:35.810Z,-4.056,127.924,16.9,6.7,mw,,,,1.1,us,usp0001tk3,2017-04-26T17:36:12.642Z,Banda Sea,earthquake,,1.6,,,reviewed,us,nc
1983-03-15T19:58:30.450Z,5.346,126.566,41,6.7,mw,,,,1.3,us,usp0001tp6,2016-11-10T00:28:46.984Z,"Mindanao, Philippines",earthquake,,,,,reviewed,us,nc
1983-03-18T09:05:50.000Z,-4.883,153.581,88.8,7.6,ms,,,,1.3,us,usp0001tr1,2017-04-13T21:55:18.014Z,"New Ireland region, Papua New Guinea",earthquake,,3,,9,reviewed,us,us
1983-03-21T07:44:17.790Z,-21.466,-175.451,68,6.7,mw,,,,1,us,usp0001tte,2017-04-26T17:36:15.276Z,Tonga,earthquake,,,,,reviewed,us,nc
1983-04-03T02:50:01.180Z,8.717,-83.123,37,7.1,mw,,,,1,us,usp0001u4p,2017-04-26T17:36:17.967Z,Costa Rica,earthquake,,,,,reviewed,us,nc
1983-04-04T02:51:34.360Z,5.723,94.722,78.5,6.9,mw,,,,1,us,usp0001u5s,2017-04-26T17:36:19.258Z,"northern Sumatra, Indonesia",earthquake,,2.8,,,reviewed,us,nc
1983-04-04T23:12:47.190Z,49.408,155.602,51,6.5,mw,,,,0.9,us,usp0001u6e,2016-11-10T00:30:39.731Z,Kuril Islands,earthquake,,,,,reviewed,us,nc
1983-04-08T02:28:25.580Z,11.429,57.52,10,6.7,mw,,,,1.1,us,usp0001u8x,2016-11-10T00:31:01.901Z,Owen Fracture Zone region,earthquake,,,,,reviewed,us,nc
1983-04-12T12:07:54.520Z,-4.843,-78.103,104.2,7,mw,,,,1.2,us,usp0001uct,2017-04-26T17:36:22.902Z,Peru-Ecuador border region,earthquake,,3.2,,,reviewed,us,nc
1983-04-18T10:58:51.260Z,27.793,62.054,64,7,mw,,,,1.2,us,usp0001uj8,2017-04-26T17:36:24.761Z,Iran-Pakistan border region,earthquake,,3.2,,,reviewed,us,nc
1983-04-30T14:03:49.230Z,41.473,143.764,30.4,6.5,mb,,,,1,us,usp0001uvt,2016-11-10T00:32:55.939Z,"Hokkaido, Japan region",earthquake,,1.4,,108,reviewed,us,us
1983-05-02T23:42:38.060Z,36.2316667,-120.312,9.578,6.7,ml,64,137,0.03063,0.07,nc,nc1091100,2018-06-04T20:43:45.000Z,Central California,earthquake,0.28,0.24,,0,reviewed,nc,nc
1983-05-10T11:02:35.810Z,-5.399,150.896,112.4,6.5,mw,,,,1,us,usp0001v7c,2017-04-26T17:36:30.522Z,"New Britain region, Papua New Guinea",earthquake,,1.9,,,reviewed,us,nc
1983-05-10T18:27:31.890Z,-4.805,152.509,71.6,6.7,mw,,,,1,us,usp0001v7p,2017-04-26T17:36:31.145Z,"New Britain region, Papua New Guinea",earthquake,,1.6,,,reviewed,us,nc
1983-05-15T00:24:00.680Z,-18.907,-175.641,33,6.5,ms,,,,1.2,us,usp0001vbx,2016-11-10T00:34:48.866Z,Tonga,earthquake,,,,24,reviewed,us,us
1983-05-26T02:59:59.600Z,40.462,139.102,23.7,7.4,mw,,,,1.1,us,usp0001vmy,2017-04-26T17:36:32.425Z,"near the west coast of Honshu, Japan",earthquake,,1.7,,,reviewed,us,nc
1983-06-01T01:59:54.680Z,-17.038,-174.605,179.6,6.6,mw,,,,1,us,usp0001vuc,2016-11-09T22:39:28.188Z,Tonga,earthquake,,,,,reviewed,us,nc
1983-06-21T06:25:27.350Z,41.346,139.099,9.9,6.7,mw,,,,1.1,us,usp0001w81,2017-04-26T17:36:34.328Z,"Hokkaido, Japan region",earthquake,,1.3,,,reviewed,us,nc
1983-06-24T09:06:45.800Z,24.176,122.402,44.1,6.7,mw,,,,1,us,usp0001wb0,2017-04-26T17:36:36.327Z,Taiwan region,earthquake,,1.7,,,reviewed,us,nc
1983-06-24T09:07:14.300Z,21.4,102.604,33,6.9,ms,,,,1.5,us,usp0001wb1,2017-04-13T21:55:36.578Z,Laos,earthquake,,,,1,reviewed,us,us
1983-07-03T17:14:23.170Z,9.652,-83.688,33,6.5,mw,,,,1,us,usp0001wjc,2017-04-26T17:36:38.283Z,Costa Rica,earthquake,,,,,reviewed,us,nc
1983-07-11T12:56:28.370Z,-60.889,-53.02,10,6.9,mw,,,,1.2,us,usp0001wq7,2016-11-10T00:40:06.629Z,South Shetland Islands,earthquake,,,,,reviewed,us,nc
1983-07-12T15:10:03.400Z,61.031,-147.286,37,6.6,mw,,,,0.9,us,usp0001wrg,2018-06-04T20:43:45.000Z,Southern Alaska,earthquake,,1.3,,,reviewed,us,nc
1983-08-06T15:43:51.240Z,40.142,24.766,2.4,6.8,mw,,,,1.2,us,usp0001xcs,2017-04-26T17:36:49.094Z,Aegean Sea,earthquake,,1,,,reviewed,us,nc
1983-08-17T10:55:54.130Z,55.867,161.287,62.6,7.1,mw,,,,1.2,us,usp0001xqy,2017-04-26T17:36:51.223Z,"near the east coast of the Kamchatka Peninsula, Russia",earthquake,,5.4,,,reviewed,us,nc
1983-08-17T12:17:56.010Z,18.231,120.86,28.8,6.5,ms,,,,1.1,us,usp0001xr0,2017-04-26T17:36:51.907Z,"Luzon, Philippines",earthquake,,,,7,reviewed,us,us
1983-08-25T20:23:33.320Z,33.509,131.484,126.4,6.5,mw,,,,1.1,us,usp0001xxv,2017-04-26T17:36:53.814Z,"Kyushu, Japan",earthquake,,1,,,reviewed,us,nc
1983-09-17T12:11:42.790Z,-16.636,-177.476,33,6.7,mw,,,,1.2,us,usp0001yeg,2016-11-10T00:46:08.778Z,Fiji region,earthquake,,,,,reviewed,us,nc
1983-10-04T18:52:13.300Z,-26.535,-70.563,14.8,7.4,mw,,,,1.2,us,usp0001ytj,2017-04-26T17:37:03.427Z,"Atacama, Chile",earthquake,,3.5,,,reviewed,us,nc
1983-10-09T11:25:40.580Z,-26.135,-70.518,16.1,6.7,mw,,,,1.1,us,usp0001yvs,2017-04-26T17:37:04.654Z,"Atacama, Chile",earthquake,,3.4,,,reviewed,us,nc
1983-10-15T10:56:50.800Z,-8.101,156.311,7.4,6.5,mw,,,,1,us,usp0001z0k,2017-04-26T17:37:06.570Z,Solomon Islands,earthquake,,3.3,,,reviewed,us,nc
1983-10-16T05:32:28.710Z,1.084,121.052,40.1,6.5,mw,,,,1.1,us,usp0001z19,2017-04-26T17:37:07.224Z,"Minahasa, Sulawesi, Indonesia",earthquake,,,,,reviewed,us,nc
1983-10-22T04:21:35.010Z,-60.665,-25.451,24,7.2,mw,,,,1.3,us,usp0001z5e,2016-11-10T00:49:41.760Z,South Sandwich Islands region,earthquake,,,,,reviewed,us,nc
1983-10-22T13:07:39.170Z,-60.62,-25.392,33,6.5,mw,,,,1.1,us,usp0001z5u,2016-11-10T00:49:42.347Z,South Sandwich Islands region,earthquake,,,,,reviewed,us,nc
1983-10-25T00:36:23.430Z,1.131,120.858,33,6.5,mw,,,,1.3,us,usp0001z8j,2017-04-26T17:37:08.509Z,"Minahasa, Sulawesi, Indonesia",earthquake,,,,,reviewed,us,nc
1983-10-27T19:43:48.410Z,1.093,120.833,27.7,6.6,mw,,,,1.1,us,usp0001zb4,2017-04-26T17:37:09.147Z,"Minahasa, Sulawesi, Indonesia",earthquake,,2.3,,,reviewed,us,nc
1983-10-28T14:06:06.610Z,44.058,-113.857,10,6.9,mw,,,,1.1,us,usp0001zbv,2018-06-04T20:43:45.000Z,southern Idaho,earthquake,,,,,reviewed,us,nc
1983-10-30T04:12:27.130Z,40.33,42.187,11.6,6.8,mw,,,,1.1,us,usp0001zdn,2017-04-26T17:37:10.364Z,eastern Turkey,earthquake,,3,,,reviewed,us,nc
1983-11-07T08:42:29.920Z,1.27,128.335,59.4,6.6,mw,,,,1.3,us,usp0001zmc,2017-04-26T17:37:12.864Z,"Halmahera, Indonesia",earthquake,,,,,reviewed,us,nc
1983-11-16T16:13:00.070Z,19.43,-155.454,12,6.7,mw,,,,,us,usp0001zvx,2018-06-04T20:43:45.000Z,"Hawaii region, Hawaii",earthquake,,,,,reviewed,hvo,nc
1983-11-22T14:21:03.080Z,0.482,-79.877,54.9,6.6,mw,,,,1.2,us,usp0001zzs,2017-04-26T17:37:17.659Z,near the coast of Ecuador,earthquake,,,,,reviewed,us,nc
1983-11-24T05:30:34.230Z,-7.481,128.168,178.5,7.3,mw,,,,1.2,us,usp000200r,2017-04-26T17:37:18.327Z,"Kepulauan Barat Daya, Indonesia",earthquake,,2.2,,,reviewed,us,nc
1983-11-30T17:46:00.670Z,-6.852,72.11,10,7.3,mw,,,,1.2,us,usp000205u,2016-11-10T00:53:41.733Z,Chagos Archipelago region,earthquake,,,,,reviewed,us,nc
1983-12-02T03:09:05.660Z,14.066,-91.924,67.1,7,mw,,,,1.1,us,usp000207b,2017-04-26T17:37:19.603Z,offshore Guatemala,earthquake,,2,,,reviewed,us,nc
1983-12-21T12:05:06.380Z,-28.19,-63.172,601.9,6.9,mw,,,,1,us,usp00020ph,2016-11-10T00:55:39.781Z,"Santiago Del Estero, Argentina",earthquake,,,,,reviewed,us,nc
1983-12-30T23:52:39.930Z,36.372,70.738,214.5,7.4,mw,,,,1,us,usp00020xw,2017-04-26T17:37:26.176Z,"Hindu Kush region, Afghanistan",earthquake,,,,,reviewed,us,nc
1984-01-01T09:03:38.850Z,33.683,136.894,368.1,7.2,mw,,,,1.2,us,usp00020z7,2016-11-10T00:22:19.667Z,"near the south coast of western Honshu, Japan",earthquake,,0.9,,,reviewed,us,nc
1984-01-08T15:24:13.560Z,-2.823,118.806,33,7,mw,,,,1.3,us,usp000213u,2017-04-26T17:37:27.465Z,"Sulawesi, Indonesia",earthquake,,,,,reviewed,us,nc
