Entity,Code,Year,Coal (terawatt-hours),Crude oil (terawatt-hours),Natural gas (terawatt-hours)
Afghanistan,AFG,1949,0.040705,,
Afghanistan,AFG,1950,0.113974001,,
Afghanistan,AFG,1951,0.122115001,,
Afghanistan,AFG,1952,0.138397001,,
Afghanistan,AFG,1953,0.130256001,,
Afghanistan,AFG,1954,0.122115001,,
Afghanistan,AFG,1955,0.187243002,,
Afghanistan,AFG,1956,0.187243002,,
Afghanistan,AFG,1957,0.236089002,,
Afghanistan,AFG,1958,0.276794003,,
Afghanistan,AFG,1959,0.333781003,,
Afghanistan,AFG,1960,0.390768004,,
Afghanistan,AFG,1961,0.537306005,,
Afghanistan,AFG,1962,0.911792009,,
Afghanistan,AFG,1963,0.805959008,,
Afghanistan,AFG,1964,0.919933009,,
Afghanistan,AFG,1965,1.172304012,,
Afghanistan,AFG,1966,1.318842013,,
Afghanistan,AFG,1967,1.229291012,,4.118792453
Afghanistan,AFG,1968,1.01762501,,20.24470793
Afghanistan,AFG,1969,1.107176011,,24.4357599
Afghanistan,AFG,1970,1.335124013,,31.10772194
Afghanistan,AFG,1971,1.099035011,,31.73397109
Afghanistan,AFG,1972,0.578011006,,34.85317356
Afghanistan,AFG,1973,0.952497009,,37.51473243
Afghanistan,AFG,1974,0.936215009,,38.53840891
Afghanistan,AFG,1975,1.221150012,,35.63598499
Afghanistan,AFG,1976,1.302560013,,30.66212159
Afghanistan,AFG,1977,1.383970014,,31.09567869
Afghanistan,AFG,1978,1.774738017,,30.89094339
Afghanistan,AFG,1979,1.074612011,,28.90380668
Afghanistan,AFG,1980,0.767272965,,18.4110345
Afghanistan,AFG,1981,0.805959008,,24.24031631
Afghanistan,AFG,1982,0.934912466,,24.91732165
Afghanistan,AFG,1983,0.934912466,,26.02221838
Afghanistan,AFG,1984,0.954255458,,26.08376417
Afghanistan,AFG,1985,0.973598509,,32.22077579
Afghanistan,AFG,1986,1.031627545,,32.22077579
Afghanistan,AFG,1987,1.076761252,,30.43887376
Afghanistan,AFG,1988,0.889778759,,32.51159316
Afghanistan,AFG,1989,0.818854336,,32.06358064
Afghanistan,AFG,1990,0.677005551,,3.251005887
Afghanistan,AFG,1991,0.606081187,,3.250928417
Afghanistan,AFG,1992,0.281182988,,3.250928417
Afghanistan,AFG,1993,0.306844728,,3.250928417
Afghanistan,AFG,1994,0.33573027,,3.249547589
Afghanistan,AFG,1995,0.366550152,,2.16636506
Afghanistan,AFG,1996,0.399239858,,2.492378453
Afghanistan,AFG,1997,0.433412519,,2.492378453
Afghanistan,AFG,1998,0.457784737,,2.492378453
Afghanistan,AFG,1999,0.515985317,,2.492378453
Afghanistan,AFG,2000,0.550525141,,2.492378453
Afghanistan,AFG,2001,0.177127288,,0.541821403
Afghanistan,AFG,2002,0.143064334,,0.541821403
Afghanistan,AFG,2003,0.238440556,,0.216728561
Afghanistan,AFG,2004,0.231627978,,0.216728561
Afghanistan,AFG,2005,0.224815338,,0.216728561
Afghanistan,AFG,2006,0.238440556,,0.216728561
Afghanistan,AFG,2007,1.655458614,,0.433457122
Afghanistan,AFG,2008,2.363967643,,0.541821403
Afghanistan,AFG,2009,3.406293452,,0.325092842
Afghanistan,AFG,2010,4.939125529,,1.517099928
Afghanistan,AFG,2011,4.939125529,,
Afghanistan,AFG,2012,5.109413767,,
Afghanistan,AFG,2013,5.142743297,,
Afghanistan,AFG,2014,5.176290241,,
Albania,ALB,1933,,0.02326,
Albania,ALB,1934,,0.02326,
Albania,ALB,1935,,0.069780001,
Albania,ALB,1936,,0.476830005,
Albania,ALB,1937,,1.093220011,
Albania,ALB,1938,,1.325820013,
Albania,ALB,1939,,1.639830016,
Albania,ALB,1940,,2.628380026,
Albania,ALB,1941,,2.349260023,
Albania,ALB,1942,,2.814460028,
Albania,ALB,1943,,1.756130017,
Albania,ALB,1944,,0.581500006,
Albania,ALB,1945,,0.465200005,
Albania,ALB,1946,0.065128001,1.756130017,
Albania,ALB,1947,,3.512260035,
Albania,ALB,1948,0.016282,2.640010026,
Albania,ALB,1949,,3.849530038,
Albania,ALB,1950,0.166890502,1.535160015,
Albania,ALB,1951,0.211666002,1.418860014,0.060216264
Albania,ALB,1952,0.321569503,1.732870017,0.060216264
Albania,ALB,1953,0.427402504,1.744500017,0.120432528
Albania,ALB,1954,0.606504506,2.03525002,0.120432528
Albania,ALB,1955,0.793747508,2.419040024,0.180648792
Albania,ALB,1956,0.911792009,3.09358003,0.30108132
Albania,ALB,1957,0.960638009,5.698700056,0.361297584
Albania,ALB,1958,1.04204801,4.686890046,0.421513847
Albania,ALB,1959,1.05833001,5.570770055,0.481730111
Albania,ALB,1960,1.184515512,8.466640083,0.51785987
Albania,ALB,1961,1.176374512,8.966730088,0.51785987
Albania,ALB,1962,1.225220512,9.12955009,0.51785987
Albania,ALB,1963,1.02576601,8.734130086,0.51785987
Albania,ALB,1964,1.188586012,8.885320087,0.51785987
Albania,ALB,1965,1.347335513,9.559860094,0.51785987
Albania,ALB,1966,1.603777016,10.3041801,0.65033565
Albania,ALB,1967,1.628200016,11.44392011,0.794854684
Albania,ALB,1968,1.766597017,13.18842013,0.915287212
Albania,ALB,1969,2.409736024,15.20041015,1.059806245
Albania,ALB,1970,2.466723024,17.29381017,1.180238773
Albania,ALB,1971,2.747587527,19.27091019,1.517449851
Albania,ALB,1972,3.01217003,25.00450025,1.746271654
Albania,ALB,1973,3.301175532,24.50441024,2.288218029
Albania,ALB,1974,3.459925034,20.5851002,2.444780315
Albania,ALB,1975,3.459925034,21.16660021,3.612975836
Albania,ALB,1976,3.663450036,22.09700022,4.215138475
Albania,ALB,1977,3.866975038,22.67850022,4.215138475
Albania,ALB,1978,4.151910041,24.42300024,4.263311486
Albania,ALB,1979,5.698700056,24.42300024,4.383744014
Albania,ALB,1980,3.517068542,25.94136137,3.06850575
Albania,ALB,1981,3.819665399,25.94136137,3.250212862
Albania,ALB,1982,4.216513758,37.73288926,3.06850575
Albania,ALB,1983,4.588559104,44.2182296,3.253143628
Albania,ALB,1984,4.985407441,32.42670171,3.314689586
Albania,ALB,1985,5.33264975,32.42670171,3.06850575
Albania,ALB,1986,5.374814903,32.19880685,4.296494214
Albania,ALB,1987,5.292964919,31.61324547,4.879715442
Albania,ALB,1988,5.416980034,25.69131023,7.587079615
Albania,ALB,1989,5.439302749,27.55433036,7.587079615
Albania,ALB,1990,5.13422557,17.51850201,2.762286267
Albania,ALB,1991,2.69608851,10.98068937,1.529856735
Albania,ALB,1992,0.907790615,6.094834417,1.102108792
Albania,ALB,1993,0.530784671,6.555494037,0.324023656
Albania,ALB,1994,0.419543127,6.721259336,0.324329628
Albania,ALB,1995,0.19842221,5.83524393,0.324329628
Albania,ALB,1996,0.280274142,5.687325108,0.324161344
Albania,ALB,1997,0.10156734,5.509815447,0.216107562
Albania,ALB,1998,0.127609403,3.782450943,0.324161344
Albania,ALB,1999,0.127610284,3.283138695,0.216107562
Albania,ALB,2000,0.078128739,3.337061352,0.324161344
Albania,ALB,2001,0.054690122,3.533944493,0.324161344
Albania,ALB,2002,0.200530423,3.727502423,0.324161344
Albania,ALB,2003,0.210947599,3.963215066,0.324161344
Albania,ALB,2004,0.210947599,3.949477936,0.324161344
Albania,ALB,2005,0.166674654,4.118138055,0.324161344
Albania,ALB,2006,0.166674654,4.606991218,0.324161344
Albania,ALB,2007,0.166674654,3.832983536,0.108053781
Albania,ALB,2008,0.221364775,3.5588482,0.324161344
Albania,ALB,2009,0.036460081,3.178459406,0.324161344
Albania,ALB,2010,0.036460081,6.41050541,0.108053781
Albania,ALB,2011,0.023438617,9.164558248,0.108053781
Albania,ALB,2012,0.052085474,9.943382769,0.183692958
Albania,ALB,2013,0.050131177,10.04488424,0.205303714
Albania,ALB,2014,0.048016795,12.1075939,0.181445368
Algeria,DZA,1916,,0.01163,
Algeria,DZA,1917,0.016282,0.01163,
Algeria,DZA,1918,0.04697357,0.01163,
Algeria,DZA,1919,0.051980286,0.01163,
Algeria,DZA,1920,0.055114571,0.01163,
Algeria,DZA,1921,0.073269001,,
Algeria,DZA,1922,0.073269001,0.01163,
Algeria,DZA,1923,0.032564,0.01163,
Algeria,DZA,1924,0.073269001,0.02326,
Algeria,DZA,1925,0.081410001,0.02326,
Algeria,DZA,1926,0.113974001,0.01163,
Algeria,DZA,1927,0.170961002,0.01163,
Algeria,DZA,1928,0.138397001,0.01163,
Algeria,DZA,1929,0.130256001,0.03489,
Algeria,DZA,1930,0.138397001,0.02326,
Algeria,DZA,1931,0.170961002,0.01163,
Algeria,DZA,1932,0.203525002,0.01163,
Algeria,DZA,1933,0.244230002,0.01163,
Algeria,DZA,1934,0.276794003,,
Algeria,DZA,1935,0.309358003,,
Algeria,DZA,1936,0.056987001,,
Algeria,DZA,1937,0.113974001,,
Algeria,DZA,1938,0.105833001,,
Algeria,DZA,1939,0.154679002,,
Algeria,DZA,1940,0.447755004,,
Algeria,DZA,1941,0.651280006,,
Algeria,DZA,1942,1.204868012,,
Algeria,DZA,1943,0.952497009,,
Algeria,DZA,1944,0.97692001,0.01163,
Algeria,DZA,1945,1.318842013,,
Algeria,DZA,1946,1.750315017,,0.842593508
Algeria,DZA,1947,1.677046017,,0.842593508
Algeria,DZA,1948,1.839866018,,0.867016509
Algeria,DZA,1949,2.157365021,,0.879228009
Algeria,DZA,1950,2.100378021,0.03489,0.915862509
Algeria,DZA,1951,2.01082702,0.081410001,0.97692001
Algeria,DZA,1952,2.189929022,0.534980005,0.98913151
Algeria,DZA,1953,2.401595024,0.98855001,1.02576601
Algeria,DZA,1954,2.466723024,0.848990008,1.086823511
Algeria,DZA,1955,2.450441024,0.639650006,1.086823511
Algeria,DZA,1956,2.417877024,0.395420004,1.196727012
Algeria,DZA,1957,1.921276019,0.244230002,1.233361512
Algeria,DZA,1958,1.245573012,4.989270049,1.343265013
Algeria,DZA,1959,0.99320201,14.32816014,1.465380014
Algeria,DZA,1960,0.96877901,100.390161,1.587495016
Algeria,DZA,1961,0.537306005,182.0909118,2.662107026
Algeria,DZA,1962,0.431473004,238.4964123,4.322871043
Algeria,DZA,1963,0.309358003,274.8983127,4.872388548
Algeria,DZA,1964,0.374486004,308.067073,9.818046097
Algeria,DZA,1965,0.366345004,307.974033,29.24654279
Algeria,DZA,1966,0.032564,393.8150639,35.23017785
Algeria,DZA,1967,0.138397001,454.4422545,29.02673579
Algeria,DZA,1968,,498.9735249,41.73890741
Algeria,DZA,1969,0.154679002,520.8379251,35.31565835
Algeria,DZA,1970,0.105833001,560.6241555,33.80143233
Algeria,DZA,1971,0.113974001,431.2636642,35.46219635
Algeria,DZA,1972,0.097692001,582.5001857,43.69274743
Algeria,DZA,1973,0.105833001,591.0598658,57.94356807
Algeria,DZA,1974,0.105833001,546.6797854,68.64084218
Algeria,DZA,1975,0.097692001,552.8902054,116.4000191
Algeria,DZA,1976,0.065128001,582.5932257,121.2968307
Algeria,DZA,1977,0.048846,622.4259761,105.434092
Algeria,DZA,1978,0.040705,665.1778565,172.1699402
Algeria,DZA,1979,0.040705,661.7237465,316.7541016
Algeria,DZA,1980,0.050063539,673.8858191,142.1359999
Algeria,DZA,1981,0.050063539,620.2343672,266.9805156
Algeria,DZA,1982,0.050063539,616.6969088,325.7715618
Algeria,DZA,1983,0.050063539,600.3420597,454.420204
Algeria,DZA,1984,0.050063539,657.3776801,470.3283694
Algeria,DZA,1985,0.057215464,673.3381027,470.3283694
Algeria,DZA,1986,0.064367389,701.7496005,459.9534789
Algeria,DZA,1987,0.057215464,707.3473217,527.2173523
Algeria,DZA,1988,0.071519314,691.8889588,565.3381583
Algeria,DZA,1989,0.107279003,727.4835547,591.1059281
Algeria,DZA,1990,0.071519314,775.0895021,617.9976442
Algeria,DZA,1991,0.107279003,772.043945,668.488778
Algeria,DZA,1992,0.107279003,790.7261234,681.48402
Algeria,DZA,1993,0.143038692,773.3300646,657.7908826
Algeria,DZA,1994,0.143038692,763.8685839,624.8174056
Algeria,DZA,1995,0.162478113,770.4218612,709.5733444
Algeria,DZA,1996,0.08862445,811.2718231,724.710811
Algeria,DZA,1997,0.074938683,835.5773164,803.6789776
Algeria,DZA,1998,0.054500408,826.8408024,860.2514455
Algeria,DZA,1999,0.034062954,818.6952326,949.8342401
Algeria,DZA,2000,,844.877884,970.9468519
Algeria,DZA,2001,,892.5553705,920.5565299
Algeria,DZA,2002,,953.7300531,924.4057906
Algeria,DZA,2003,,1051.829652,941.3192089
Algeria,DZA,2004,,1087.488417,934.9037744
Algeria,DZA,2005,,1153.670172,1040.87509
Algeria,DZA,2006,,1159.987695,1017.13798
Algeria,DZA,2007,,1160.018117,989.4582982
Algeria,DZA,2008,,1152.303068,1009.031206
Algeria,DZA,2009,,1125.981766,949.7875824
Algeria,DZA,2010,,1108.972675,986.927116
Algeria,DZA,2011,,1098.3603,965.4295799
Algeria,DZA,2012,,1105.578584,1008.436318
Algeria,DZA,2013,,1039.273437,929.0482323
Algeria,DZA,2014,,1014.640452,949.5670896
Angola,AGO,1956,,0.093040001,
Angola,AGO,1957,,0.116300001,
Angola,AGO,1958,,0.593130006,
Angola,AGO,1959,,0.593130006,
Angola,AGO,1960,,0.779210008,
Angola,AGO,1961,,1.209520012,
Angola,AGO,1962,,5.477730054,
Angola,AGO,1963,,9.304000092,
Angola,AGO,1964,,10.5251501,
Angola,AGO,1965,,7.617650075,
Angola,AGO,1966,,7.338530072,
Angola,AGO,1967,,6.245310061,
Angola,AGO,1968,,8.722500086,
Angola,AGO,1969,,28.58654028,
Angola,AGO,1970,,58.90595058,0.51785987
Angola,AGO,1971,,66.53523065,0.51785987
Angola,AGO,1972,,82.07291081,0.686465409
Angola,AGO,1973,,94.83102093,0.782811431
Angola,AGO,1974,,99.33183098,0.818941189
Angola,AGO,1975,,90.60933089,0.782811431
Angola,AGO,1976,,87.96932087,0.686465409
Angola,AGO,1977,,88.41126087,0.855070948
Angola,AGO,1978,,75.23447074,0.855070948
Angola,AGO,1979,,102.053251,0.855070948
Angola,AGO,1980,,88.4364592,2.816460391
Angola,AGO,1981,,76.64493131,2.709490577
Angola,AGO,1982,,71.92832015,3.06850575
Angola,AGO,1983,,104.3550219,3.804126505
Angola,AGO,1984,,122.6318901,3.681034608
Angola,AGO,1985,,136.1921472,3.988764411
Angola,AGO,1986,,165.8637407,4.296494214
Angola,AGO,1987,,211.8631219,4.879715442
Angola,AGO,1988,,266.105123,5.418728683
Angola,AGO,1989,,267.8725079,4.660843075
Angola,AGO,1990,,279.6684223,5.829889297
Angola,AGO,1991,,294.4019305,6.1370115
Angola,AGO,1992,,309.9328702,6.176763992
Angola,AGO,1993,,299.7258112,6.068399712
Angola,AGO,1994,,315.6429707,5.633776557
Angola,AGO,1995,,380.4088102,6.066435868
Angola,AGO,1996,,417.5269423,6.068399712
Angola,AGO,1997,,420.6173308,6.176763992
Angola,AGO,1998,,433.1190742,6.285128273
Angola,AGO,1999,,438.9731374,6.068399712
Angola,AGO,2000,,439.8906774,6.176763992
Angola,AGO,2001,,437.4091563,5.74330687
Angola,AGO,2002,,528.344765,6.718585395
Angola,AGO,2003,,531.9775637,7.043678237
Angola,AGO,2004,,621.6582119,8.127321043
Angola,AGO,2005,,736.5157059,6.862036105
Angola,AGO,2006,,837.1493629,7.178745463
Angola,AGO,2007,,1030.287816,8.762292257
Angola,AGO,2008,,1166.967265,7.178745463
Angola,AGO,2009,,1124.928759,7.28431525
Angola,AGO,2010,,1124.979073,7.748822309
Angola,AGO,2011,,1034.830419,7.938847924
Angola,AGO,2012,,1053.362421,8.023303753
Angola,AGO,2013,,1086.147791,9.765206721
Angola,AGO,2014,,1035.419995,9.722282719
Argentina,ARG,1908,,0.02326,
Argentina,ARG,1909,,0.03489,
Argentina,ARG,1910,,0.03489,
Argentina,ARG,1911,,0.02326,
Argentina,ARG,1912,,0.081410001,
Argentina,ARG,1913,,0.220970002,
Argentina,ARG,1914,,0.465200005,
Argentina,ARG,1915,,0.860620008,
Argentina,ARG,1916,,1.465380014,
Argentina,ARG,1917,,2.05851002,
Argentina,ARG,1918,,2.279480022,
Argentina,ARG,1919,,2.244590022,
Argentina,ARG,1920,,2.779570027,
Argentina,ARG,1921,,3.512260035,
Argentina,ARG,1922,,5.10557005,
Argentina,ARG,1923,,5.780110057,
Argentina,ARG,1924,,7.873510077,
Argentina,ARG,1925,,10.3158101,
Argentina,ARG,1926,,13.32798013,
Argentina,ARG,1927,,14.61891014,
Argentina,ARG,1928,,15.32834015,
Argentina,ARG,1929,,15.84006016,2.885109823
Argentina,ARG,1930,,15.17715015,3.208209947
Argentina,ARG,1931,,19.21276019,3.531310072
Argentina,ARG,1932,,21.80625021,3.854410196
Argentina,ARG,1933,,22.69013022,4.17751032
Argentina,ARG,1934,,23.23674023,4.500610444
Argentina,ARG,1935,,23.69031023,4.823710569
Argentina,ARG,1936,,25.72556025,5.146810693
Argentina,ARG,1937,,27.21420027,5.469910817
Argentina,ARG,1938,,28.42372028,5.536646113
Argentina,ARG,1939,0.006862863,30.9706903,5.603381408
Argentina,ARG,1940,0.006862863,34.28524034,5.670116703
Argentina,ARG,1941,0.006862863,36.63450036,5.736851999
Argentina,ARG,1942,0.027451452,39.44896039,5.803587294
Argentina,ARG,1943,0.061765768,41.32139041,5.870322589
Argentina,ARG,1944,0.034314315,40.3212104,5.937057885
Argentina,ARG,1945,0.020588589,38.07662037,6.00379318
Argentina,ARG,1946,0.020588589,34.61088034,6.070528476
Argentina,ARG,1947,0.096080083,36.35538036,6.252858836
Argentina,ARG,1948,0.123531535,38.64649038,4.794215952
Argentina,ARG,1949,0.123531535,37.58816037,7.121609378
Argentina,ARG,1950,0.17843444,39.04191038,8.097613072
Argentina,ARG,1951,0.274514523,40.7166304,8.902011722
Argentina,ARG,1952,0.768640664,41.30976041,9.631333164
Argentina,ARG,1953,0.569617635,47.45040047,7.486270099
Argentina,ARG,1954,0.638246265,49.18327048,7.582797937
Argentina,ARG,1955,0.933349377,50.7649505,7.711501721
Argentina,ARG,1956,1.111783817,51.60231051,8.19414091
Argentina,ARG,1957,1.585321369,56.49854056,9.137968659
Argentina,ARG,1958,1.791207261,59.33626058,9.288123074
Argentina,ARG,1959,2.065721783,74.17614073,9.234496497
Argentina,ARG,1960,1.859835891,106.274941,14.8331111
Argentina,ARG,1961,2.333373443,136.6757613,25.27956823
Argentina,ARG,1962,1.962778837,159.5054516,31.93998905
Argentina,ARG,1963,1.420612655,157.7725816,36.53042401
Argentina,ARG,1964,2.278470538,162.8665216,40.23065779
Argentina,ARG,1965,2.566710787,159.0053616,45.28228131
Argentina,ARG,1966,2.450042115,169.3211717,49.08976826
Argentina,ARG,1967,2.779459542,186.2544518,51.5029642
Argentina,ARG,1968,3.239271368,203.815752,57.33753574
Argentina,ARG,1969,3.520648754,211.2705821,57.55204205
Argentina,ARG,1970,4.22752365,232.9023823,64.5127717
Argentina,ARG,1971,4.337329459,253.0455425,69.14610792
Argentina,ARG,1972,4.762826969,257.3719025,67.44078278
Argentina,ARG,1973,3.10887697,249.7658825,72.17064684
Argentina,ARG,1974,4.29615228,245.8465724,77.6727336
Argentina,ARG,1975,3.44515726,241.5899924,81.9414091
Argentina,ARG,1976,4.220660787,242.0203024,82.69218118
Argentina,ARG,1977,3.657906015,257.8022125,83.51803046
Argentina,ARG,1978,2.978482571,270.2346827,78.86324361
Argentina,ARG,1979,4.98930145,282.3647728,93.51402434
Argentina,ARG,1980,2.221756423,299.5048085,84.19487411
Argentina,ARG,1981,2.837012065,302.4526905,104.0408087
Argentina,ARG,1982,2.933857841,298.9152321,119.9776956
Argentina,ARG,1983,2.768650309,297.1465029,133.8097106
Argentina,ARG,1984,2.893980159,293.6090446,148.5438136
Argentina,ARG,1985,2.278724518,285.9445514,150.3479895
Argentina,ARG,1986,2.073639304,277.7224664,164.4807005
Argentina,ARG,1987,2.124910646,277.9989365,158.4667809
Argentina,ARG,1988,2.916767428,290.1446996,190.1751719
Argentina,ARG,1989,2.933857841,292.6638946,216.41691
Argentina,ARG,1990,1.57801676,307.0553483,189.4444807
Argentina,ARG,1991,1.663468928,311.9992176,215.5580888
Argentina,ARG,1992,1.320201975,352.1453786,217.2884828
Argentina,ARG,1993,1.091454149,381.2669917,232.755755
Argentina,ARG,1994,2.274407392,420.3234387,240.8647181
Argentina,ARG,1995,1.993374284,456.4493609,270.5019263
Argentina,ARG,1996,2.032588215,484.2317571,287.3738956
Argentina,ARG,1997,1.633913371,533.6120051,296.1346353
Argentina,ARG,1998,1.888803838,540.5754447,320.0373944
Argentina,ARG,1999,2.193364957,512.9442572,373.8997204
Argentina,ARG,2000,1.694825389,490.3774306,404.6163882
Argentina,ARG,2001,1.218507048,516.5118901,401.6961416
Argentina,ARG,2002,0.631409383,510.3310777,390.5559416
Argentina,ARG,2003,0.581673064,510.4310876,443.8774812
Argentina,ARG,2004,0.33331828,486.4489711,485.4098771
Argentina,ARG,2005,0.163391288,469.9429486,493.5216731
Argentina,ARG,2006,0.921526989,473.0080089,498.6050654
Argentina,ARG,2007,0.718921775,460.5918366,484.8690907
Argentina,ARG,2008,0.60572429,472.2757904,476.54098
Argentina,ARG,2009,0.535923494,472.638433,447.3601456
Argentina,ARG,2010,0.42481742,466.0651573,433.7106968
Argentina,ARG,2011,0.588208709,450.2484499,419.3257784
Argentina,ARG,2012,0.522847596,426.3833289,407.1040056
Argentina,ARG,2013,0.440289961,417.3698614,398.9597639
Argentina,ARG,2014,0.483438377,421.6337428,398.2840089
Armenia,ARM,1993,,0.000147394,
Aruba,ABW,1990,,0.040226797,
Aruba,ABW,1991,,0.022745857,
Aruba,ABW,1992,,0.016231038,
Aruba,ABW,1993,,0.016231038,
Aruba,ABW,2000,,1.38907736,
Aruba,ABW,2001,,1.392880128,
Aruba,ABW,2002,,1.392880128,
Aruba,ABW,2003,,1.392880128,
Aruba,ABW,2004,,1.38907736,
Aruba,ABW,2005,,1.386058729,
Aruba,ABW,2006,,1.317715034,
Aruba,ABW,2007,,1.460451479,
Aruba,ABW,2008,,1.453223272,
Aruba,ABW,2009,,1.65714006,
Aruba,ABW,2010,,1.65714006,
Aruba,ABW,2011,,1.65714006,
Aruba,ABW,2012,,1.65714006,
Aruba,ABW,2013,,1.65714006,
Aruba,ABW,2014,,1.65714006,
Australia,AUS,1900,42.51914086,,
Australia,AUS,1901,45.84176793,,
Australia,AUS,1902,45.6779303,,
Australia,AUS,1903,47.3556276,,
Australia,AUS,1904,45.63860927,,
Australia,AUS,1905,49.90494107,,
Australia,AUS,1906,57.23831323,,
Australia,AUS,1907,64.46027581,,
Australia,AUS,1908,67.87465195,,
Australia,AUS,1909,54.50550162,,
Australia,AUS,1910,64.8338256,,
Australia,AUS,1911,70.2666813,,
Australia,AUS,1912,78.10467336,,
Australia,AUS,1913,82.66591288,,
Australia,AUS,1914,82.84941103,,
Australia,AUS,1915,75.99444473,,
Australia,AUS,1916,65.32667361,,
Australia,AUS,1917,68.00341815,,
Australia,AUS,1918,72.75361843,,
Australia,AUS,1919,70.20730085,,
Australia,AUS,1920,85.6897164,,
Australia,AUS,1921,85.42296025,,
Australia,AUS,1922,81.5328892,,
Australia,AUS,1923,83.65513394,,
Australia,AUS,1924,91.94539926,,
Australia,AUS,1925,93.04986432,,
Australia,AUS,1926,90.91277853,,
Australia,AUS,1927,93.87114469,,
Australia,AUS,1928,83.02489842,,
Australia,AUS,1929,73.59299624,,
Australia,AUS,1930,68.28146587,,
Australia,AUS,1931,61.70993663,,
Australia,AUS,1932,64.04377411,,
Australia,AUS,1933,67.32550079,,
Australia,AUS,1934,70.66940843,,
Australia,AUS,1935,78.34427113,,
Australia,AUS,1936,83.71304902,,
Australia,AUS,1937,89.32306916,,
Australia,AUS,1938,87.67067409,,
Australia,AUS,1939,99.72426323,,
Australia,AUS,1940,89.3276444,,
Australia,AUS,1941,106.6391066,,
Australia,AUS,1942,112.207339,,
Australia,AUS,1943,107.8977296,,
Australia,AUS,1944,104.7881281,,
Australia,AUS,1945,99.90663792,,
Australia,AUS,1946,107.443991,,
Australia,AUS,1947,114.900162,,
Australia,AUS,1948,116.030548,,
Australia,AUS,1949,113.3137904,,
Australia,AUS,1950,129.3000118,,
Australia,AUS,1951,137.7424487,,
Australia,AUS,1952,150.3614384,,
Australia,AUS,1953,143.5549029,,
Australia,AUS,1954,154.7216441,,
Australia,AUS,1955,153.4395831,,
Australia,AUS,1956,154.3947992,,
Australia,AUS,1957,158.05575,,
Australia,AUS,1958,162.605991,,
Australia,AUS,1959,164.1600102,,
Australia,AUS,1960,182.8912384,,
Australia,AUS,1961,194.6772573,,
Australia,AUS,1962,199.0764014,,0.02299923
Australia,AUS,1963,204.8122814,,0.034498845
Australia,AUS,1964,222.0631989,2.209700022,0.034498845
Australia,AUS,1965,251.3351986,3.872790038,0.04599846
Australia,AUS,1966,264.6912175,6.175530061,0.04599846
Australia,AUS,1967,277.4564929,11.89749012,0.04599846
Australia,AUS,1968,309.3358758,21.72484021,0.068997689
Australia,AUS,1969,340.2657983,23.34141023,3.047397946
Australia,AUS,1970,360.2369985,98.78522097,17.28392118
Australia,AUS,1971,338.3575397,181.2070318,25.73613813
Australia,AUS,1972,410.2103728,186.9522518,36.66077227
Australia,AUS,1973,418.6234207,222.5633122,47.12542182
Australia,AUS,1974,441.0777073,220.4582822,53.77219923
Australia,AUS,1975,462.0402045,234.4491723,57.79706444
Australia,AUS,1976,514.5784741,238.6010823,68.18121669
Australia,AUS,1977,546.0869938,239.3454024,77.80639435
Australia,AUS,1978,549.1309056,238.9616124,84.22317946
Australia,AUS,1979,574.3763341,230.2158523,96.3782724
Australia,AUS,1980,504.6449523,271.3466399,96.47376925
Australia,AUS,1981,605.4679341,279.5735889,112.8324612
Australia,AUS,1982,617.0258038,261.4800789,124.4393919
Australia,AUS,1983,700.5492635,288.5793683,130.1175265
Australia,AUS,1984,760.4818416,336.4017079,136.1209786
Australia,AUS,1985,819.6510158,391.8400951,145.2223274
Australia,AUS,1986,892.0422936,357.3902208,158.633499
Australia,AUS,1987,1011.162913,376.5194809,162.7134607
Australia,AUS,1988,889.9336313,372.9875704,169.568302
Australia,AUS,1989,988.8985313,343.5587644,174.3828846
Australia,AUS,1990,1051.140481,392.9494126,228.6335721
Australia,AUS,1991,1129.279876,374.4876532,238.1204424
Australia,AUS,1992,1173.51653,364.7993742,254.4990621
Australia,AUS,1993,1178.242069,347.6362217,273.1586163
Australia,AUS,1994,1211.99861,368.3729206,294.8700335
Australia,AUS,1995,1307.958451,381.2472704,326.7647773
Australia,AUS,1996,1329.823418,393.2056366,336.6816304
Australia,AUS,1997,1510.962988,409.5695417,334.0013999
Australia,AUS,1998,1619.349824,382.7886353,346.7995008
Australia,AUS,1999,1661.413129,381.4209124,353.0422061
Australia,AUS,2000,1766.949495,488.2035976,366.5103648
Australia,AUS,2001,1948.779708,452.9462689,374.7967443
Australia,AUS,2002,2005.707669,438.7892131,390.5319297
Australia,AUS,2003,2019.237935,371.3228661,403.0285063
Australia,AUS,2004,2100.813638,328.5969781,414.0397869
Australia,AUS,2005,2208.67177,337.8089737,472.5353311
Australia,AUS,2006,2239.864287,326.9368371,495.4294864
Australia,AUS,2007,2359.438867,346.3460753,444.4943416
Australia,AUS,2008,2366.288234,346.5040641,461.2215621
Australia,AUS,2009,2462.976455,349.3159484,489.8885216
Australia,AUS,2010,2570.347309,356.1664252,560.7039046
Australia,AUS,2011,2437.512973,312.8478244,594.0192451
Australia,AUS,2012,2537.676957,305.404611,649.0579497
Australia,AUS,2013,2723.558626,265.0156624,715.2133614
Australia,AUS,2014,2851.820076,281.7822482,740.8194722
Austria,AUT,1900,172.5256205,,
Austria,AUT,1901,182.1991557,,
Austria,AUT,1902,175.2618106,0.01163,
